rigidbody,3,0.02500000,"Rigid Body 2",2,0,3,1.36395919,0.08489021,0.15377508,3,1.36074173,0.08525129,0.07634463,6,1.47693360,0.08722884,0.12966684,9,1.36399198,0.08470307,0.15348698,1.35942256,0.08479223,0.07410843,1.47711754,0.08726122,0.13138153,1,1,1,0.55397022,0.00000000,0.34803140,0.00177190
frame,4,0.03333333,1,2,1.40058398,0.08572318,0.11995582,0.00874116,-0.04522515,-0.02762903,0.99855638,-5.21753454,-3.11772132,1.14517307,4,2.49840069,0.59536588,-1.18378365,3,Marker-3,1.36398220,0.08468869,0.15347511,3,Rigid Body 2-Marker 1,1.35941541,0.08480161,0.07415180,6,Rigid Body 2-Marker 2,1.47709370,0.08721906,0.13135378,9,Rigid Body 2-Marker 3
rigidbody,4,0.03333333,"Rigid Body 1",1,852,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,4,0.03333333,"Rigid Body 2",2,0,3,1.36398697,0.08478433,0.15378878,3,1.36079562,0.08521716,0.07635761,6,1.47696912,0.08716808,0.12972103,9,1.36398220,0.08468869,0.15347511,1.35941541,0.08480161,0.07415180,1.47709370,0.08721906,0.13135378,1,1,1,0.55361891,0.00000000,0.34178275,0.00174157
frame,5,0.04166667,1,2,1.40059793,0.08580461,0.11994636,0.00951764,-0.04500690,-0.02748765,0.99856299,-5.19467306,-3.09774971,1.23273492,4,2.49840117,0.59536380,-1.18378007,3,Marker-3,1.36398613,0.08468797,0.15347974,3,Rigid Body 2-Marker 1,1.35942507,0.08488246,0.07406658,6,Rigid Body 2-Marker 2,1.47710538,0.08724620,0.13136476,9,Rigid Body 2-Marker 3
rigidbody,5,0.04166667,"Rigid Body 1",1,853,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,5,0.04166667,"Rigid Body 2",2,0,3,1.36399174,0.08479286,0.15376729,3,1.36082423,0.08525851,0.07633533,6,1.47697771,0.08736247,0.12973642,9,1.36398613,0.08468797,0.15347974,1.35942507,0.08488246,0.07406658,1.47710538,0.08724620,0.13136476,1,1,1,0.54902685,0.00000000,0.35183781,0.00178339
frame,6,0.05000000,1,2,1.40049255,0.08590478,0.12013574,0.00810652,-0.04326185,-0.01928741,0.99884474,-4.97945833,-2.16794991,1.02426910,4,2.49839664,0.59536463,-1.18375504,3,Marker-3,1.36393344,0.08462880,0.15343949,3,Rigid Body 2-Marker 1,1.35943115,0.08483303,0.07415605,6,Rigid Body 2-Marker 2,1.47709143,0.08721877,0.13135386,9,Rigid Body 2-Marker 3
rigidbody,6,0.05000000,"Rigid Body 1",1,854,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,6,0.05000000,"Rigid Body 2",2,0,3,1.36374998,0.08448282,0.15379359,3,1.36088955,0.08619043,0.07636710,6,1.47683799,0.08704108,0.13024649,9,1.36393344,0.08462880,0.15343949,1.35943115,0.08483303,0.07415605,1.47709143,0.08721877,0.13135386,1,1,1,0.56499308,0.00000000,0.34544510,0.00170758
frame,7,0.05833333,1,2,1.40054643,0.08570136,0.11993036,0.00945154,-0.04516245,-0.02836348,0.99853218,-5.21366024,-3.19819188,1.23027503,4,2.49839973,0.59535962,-1.18377745,3,Marker-3,1.36395168,0.08464542,0.15344624,3,Rigid Body 2-Marker 1,1.35941350,0.08478495,0.07414639,6,Rigid Body 2-Marker 2,1.47713888,0.08729219,0.13140097,9,Rigid Body 2-Marker 3
rigidbody,7,0.05833333,"Rigid Body 1",1,855,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,7,0.05833333,"Rigid Body 2",2,0,3,1.36395133,0.08475127,0.15376504,3,1.36075830,0.08508107,0.07633342,6,1.47692955,0.08727174,0.12969258,9,1.36395168,0.08464542,0.15344624,1.35941350,0.08478495,0.07414639,1.47713888,0.08729219,0.13140097,1,1,1,0.57480824,0.00000000,0.34636581,0.00173481
frame,8,0.06666667,1,2,1.40057755,0.08584342,0.12014636,0.01065660,-0.04304646,-0.02229065,0.99876750,-4.96483040,-2.49939823,1.33099139,4,2.49839735,0.59537369,-1.18376029,3,Marker-3,1.36396015,0.08465873,0.15345268,3,Rigid Body 2-Marker 1,1.35941005,0.08479415,0.07413699,6,Rigid Body 2-Marker 2,1.47704411,0.08715741,0.13129735,9,Rigid Body 2-Marker 3
rigidbody,8,0.06666667,"Rigid Body 1",1,856,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,8,0.06666667,"Rigid Body 2",2,0,3,1.36384130,0.08440441,0.15381043,3,1.36097586,0.08568475,0.07637589,6,1.47691524,0.08744111,0.13025273,9,1.36396015,0.08465873,0.15345268,1.35941005,0.08479415,0.07413699,1.47704411,0.08715741,0.13129735,1,1,1,0.54488546,0.00000000,0.34042507,0.00172614
frame,9,0.07500000,1,2,1.40063572,0.08577034,0.11999324,0.00856369,-0.04470738,-0.02620438,0.99861974,-5.15553761,-2.95609426,1.11577475,4,2.49840283,0.59537107,-1.18374169,3,Marker-3,1.36397612,0.08468398,0.15347202,3,Rigid Body 2-Marker 1,1.35943067,0.08483250,0.07410175,6,Rigid Body 2-Marker 2,1.47711647,0.08725770,0.13137546,9,Rigid Body 2-Marker 3
rigidbody,9,0.07500000,"Rigid Body 1",1,857,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,9,0.07500000,"Rigid Body 2",2,0,3,1.36400080,0.08475426,0.15378293,3,1.36089551,0.08540335,0.07634978,6,1.47701073,0.08715342,0.12984696,9,1.36397612,0.08468398,0.15347202,1.35943067,0.08483250,0.07410175,1.47711647,0.08725770,0.13137546,1,1,1,0.55684376,0.00000000,0.35000807,0.00176140
frame,10,0.08333333,1,2,1.40051663,0.08574201,0.11992978,0.00913694,-0.04555656,-0.02898107,0.99849945,-5.25883913,-3.27007937,1.19877672,4,2.49839711,0.59538388,-1.18375611,3,Marker-3,1.36402392,0.08473986,0.15350509,3,Rigid Body 2-Marker 1,1.35943139,0.08481243,0.07410848,6,Rigid Body 2-Marker 2,1.47715950,0.08732018,0.13142049,9,Rigid Body 2-Marker 3
rigidbody,10,0.08333333,"Rigid Body 1",1,858,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,10,0.08333333,"Rigid Body 2",2,0,3,1.36394656,0.08485771,0.15379332,3,1.36069512,0.08508838,0.07636379,6,1.47690797,0.08727995,0.12963219,9,1.36402392,0.08473986,0.15350509,1.35943139,0.08481243,0.07410848,1.47715950,0.08732018,0.13142049,1,1,1,0.55724597,0.00000000,0.34849387,0.00179209
frame,11,0.09166667,1,2,1.40055096,0.08578479,0.11992456,0.00874512,-0.04529399,-0.02797921,0.99854356,-5.22595358,-3.15771985,1.14769757,4,2.49840379,0.59536713,-1.18378532,3,Marker-3,1.36399019,0.08469687,0.15348370,3,Rigid Body 2-Marker 1,1.35943341,0.08480328,0.07408451,6,Rigid Body 2-Marker 2,1.47712839,0.08727909,0.13139153,9,Rigid Body 2-Marker 3
rigidbody,11,0.09166667,"Rigid Body 1",1,859,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,11,0.09166667,"Rigid Body 2",2,0,3,1.36395907,0.08486811,0.15376362,3,1.36075616,0.08524708,0.07633265,6,1.47693753,0.08723919,0.12967736,9,1.36399019,0.08469687,0.15348370,1.35943341,0.08480328,0.07408451,1.47712839,0.08727909,0.13139153,1,1,1,0.55515575,0.00000000,0.35158986,0.00178006
frame,12,0.10000000,1,2,1.40059662,0.08585618,0.11993821,0.00856516,-0.04505919,-0.02727277,0.99857521,-5.19742727,-3.07803178,1.12260842,4,2.49841118,0.59537822,-1.18380296,3,Marker-3,1.36397600,0.08468152,0.15347043,3,Rigid Body 2-Marker 1,1.35944128,0.08481085,0.07408514,6,Rigid Body 2-Marker 2,1.47714305,0.08729028,0.13139701,9,Rigid Body 2-Marker 3
rigidbody,12,0.10000000,"Rigid Body 1",1,860,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,12,0.10000000,"Rigid Body 2",2,0,3,1.36398673,0.08490874,0.15375695,3,1.36082435,0.08539362,0.07632490,6,1.47697866,0.08726618,0.12973273,9,1.36397600,0.08468152,0.15347043,1.35944128,0.08481085,0.07408514,1.47714305,0.08729028,0.13139701,1,1,1,0.56249225,0.00000000,0.35405999,0.00176935
frame,13,0.10833333,1,2,1.40081036,0.08595169,0.12021775,0.01105859,-0.04165598,-0.01956456,0.99887919,-4.80198050,-2.18716502,1.36030924,4,2.49840426,0.59538192,-1.18381190,3,Marker-3,1.36392999,0.08463046,0.15343238,3,Rigid Body 2-Marker 1,1.35946727,0.08483263,0.07402331,6,Rigid Body 2-Marker 2,1.47713065,0.08728211,0.13139440,9,Rigid Body 2-Marker 3
rigidbody,13,0.10833333,"Rigid Body 1",1,861,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,13,0.10833333,"Rigid Body 2",2,0,3,1.36398041,0.08430506,0.15376964,3,1.36133230,0.08600901,0.07633553,6,1.47711825,0.08754100,0.13054803,9,1.36392999,0.08463046,0.15343238,1.35946727,0.08483263,0.07402331,1.47713065,0.08728211,0.13139440,1,1,1,0.56485057,0.00000000,0.36252820,0.00176386
frame,14,0.11666667,1,2,1.40064502,0.08589174,0.11999294,0.00903780,-0.04422951,-0.02427533,0.99868554,-5.09933043,-2.73332167,1.15872717,4,2.49839854,0.59538573,-1.18382263,3,Marker-3,1.36397099,0.08468001,0.15346909,3,Rigid Body 2-Marker 1,1.35945773,0.08487121,0.07397574,6,Rigid Body 2-Marker 2,1.47712564,0.08727391,0.13138984,9,Rigid Body 2-Marker 3
rigidbody,14,0.11666667,"Rigid Body 1",1,862,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,14,0.11666667,"Rigid Body 2",2,0,3,1.36397922,0.08471297,0.15374374,3,1.36094618,0.08566588,0.07631086,6,1.47700953,0.08729636,0.12992418,9,1.36397099,0.08468001,0.15346909,1.35945773,0.08487121,0.07397574,1.47712564,0.08727391,0.13138984,1,1,1,0.54987657,0.00000000,0.36422807,0.00181305
frame,15,0.12500000,1,2,1.40061128,0.08604530,0.12000389,0.00797281,-0.04430570,-0.02154828,0.99875385,-5.10172653,-2.42642021,1.02285135,4,2.49840164,0.59538865,-1.18378961,3,Marker-3,1.36391973,0.08461173,0.15342309,3,Rigid Body 2-Marker 1,1.35943162,0.08482122,0.07413339,6,Rigid Body 2-Marker 2,1.47708547,0.08722158,0.13134506,9,Rigid Body 2-Marker 3
rigidbody,15,0.12500000,"Rigid Body 1",1,863,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,15,0.12500000,"Rigid Body 2",2,0,3,1.36394036,0.08477948,0.15374602,3,1.36091518,0.08613797,0.07631890,6,1.47697818,0.08721844,0.12994668,9,1.36391973,0.08461173,0.15342309,1.35943162,0.08482122,0.07413339,1.47708547,0.08722158,0.13134506,1,1,1,0.56575698,0.00000000,0.34747666,0.00170738
frame,16,0.13333333,1,2,1.40057075,0.08570056,0.11990330,0.00973223,-0.04454317,-0.02753661,0.99858040,-5.14216375,-3.10282421,1.25614440,4,2.49840450,0.59538281,-1.18381906,3,Marker-3,1.36388588,0.08457144,0.15338525,3,Rigid Body 2-Marker 1,1.35941565,0.08487853,0.07404657,6,Rigid Body 2-Marker 2,1.47715282,0.08731811,0.13142025,9,Rigid Body 2-Marker 3
rigidbody,16,0.13333333,"Rigid Body 1",1,864,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,16,0.13333333,"Rigid Body 2",2,0,3,1.36393487,0.08467386,0.15369156,3,1.36083627,0.08513407,0.07625680,6,1.47694099,0.08729374,0.12976149,9,1.36388588,0.08457144,0.15338525,1.35941565,0.08487853,0.07404657,1.47715282,0.08731811,0.13142025,1,1,1,0.58873403,0.00000000,0.35951978,0.00174532
frame,17,0.14166667,1,2,1.40057492,0.08580864,0.11995377,0.00881078,-0.04524752,-0.02758764,0.99855590,-5.22025967,-3.11259198,1.15300333,4,2.49840260,0.59538287,-1.18381357,3,Marker-3,1.36396444,0.08466725,0.15345438,3,Rigid Body 2-Marker 1,1.35941124,0.08481709,0.07418761,6,Rigid Body 2-Marker 2,1.47714126,0.08729657,0.13140494,9,Rigid Body 2-Marker 3
rigidbody,17,0.14166667,"Rigid Body 1",1,865,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,17,0.14166667,"Rigid Body 2",2,0,3,1.36397994,0.08486146,0.15378864,3,1.36078429,0.08530175,0.07635770,6,1.47696042,0.08726272,0.12971494,9,1.36396444,0.08466725,0.15345438,1.35941124,0.08481709,0.07418761,1.47714126,0.08729657,0.13140494,1,1,1,0.57547969,0.00000000,0.34104323,0.00172314
frame,18,0.15000000,1,2,1.40063047,0.08658867,0.12010599,0.00559089,-0.04372093,-0.01394483,0.99893081,-5.02193356,-1.56843722,0.71013278,4,2.49841070,0.59538800,-1.18380833,3,Marker-3,1.36396444,0.08466730,0.15346114,3,Rigid Body 2-Marker 1,1.35942376,0.08486806,0.07408179,6,Rigid Body 2-Marker 2,1.47714400,0.08730057,0.13140471,9,Rigid Body 2-Marker 3
rigidbody,18,0.15000000,"Rigid Body 1",1,866,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,18,0.15000000,"Rigid Body 2",2,0,3,1.36389863,0.08503202,0.15376964,3,1.36100626,0.08752845,0.07636577,6,1.47698641,0.08720553,0.13018250,9,1.36396444,0.08466730,0.15346114,1.35942376,0.08486806,0.07408179,1.47714400,0.08730057,0.13140471,1,1,1,0.56672817,0.00000000,0.35382664,0.00177120
frame,19,0.15833333,1,2,1.40055120,0.08579335,0.11991187,0.01005580,-0.04503838,-0.02854918,0.99852657,-5.20163679,-3.21646547,1.30011463,4,2.49841356,0.59537756,-1.18384099,3,Marker-3,1.36397123,0.08468059,0.15346770,3,Rigid Body 2-Marker 1,1.35943890,0.08488997,0.07405736,6,Rigid Body 2-Marker 2,1.47709775,0.08723988,0.13136372,9,Rigid Body 2-Marker 3
rigidbody,19,0.15833333,"Rigid Body 1",1,867,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,19,0.15833333,"Rigid Body 2",2,0,3,1.36395252,0.08480552,0.15374157,3,1.36077011,0.08511529,0.07630944,6,1.47693098,0.08745924,0.12968457,9,1.36397123,0.08468059,0.15346770,1.35943890,0.08488997,0.07405736,1.47709775,0.08723988,0.13136372,1,1,1,0.54908121,0.00000000,0.35337561,0.00177492
frame,20,0.16666667,1,2,1.40060139,0.08572248,0.11994918,0.00957576,-0.04473075,-0.02743334,0.99857640,-5.16306067,-3.09157085,1.23825419,4,2.49840093,0.59537864,-1.18384910,3,Marker-3,1.36390436,0.08460499,0.15341519,3,Rigid Body 2-Marker 1,1.35939872,0.08480026,0.07414756,6,Rigid Body 2-Marker 2,1.47713780,0.08730427,0.13140196,9,Rigid Body 2-Marker 3
rigidbody,20,0.16666667,"Rigid Body 1",1,868,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,20,0.16666667,"Rigid Body 2",2,0,3,1.36397696,0.08470219,0.15375000,3,1.36085153,0.08517647,0.07631639,6,1.47697568,0.08728878,0.12978110,9,1.36390436,0.08460499,0.15341519,1.35939872,0.08480026,0.07414756,1.47713780,0.08730427,0.13140196,1,1,1,0.58787572,0.00000000,0.34919393,0.00171407
frame,21,0.17500000,1,2,1.40051150,0.08579928,0.12014126,0.00947147,-0.04306564,-0.02282483,0.99876660,-4.96482897,-2.56642389,1.19793987,4,2.49841571,0.59538454,-1.18385863,3,Marker-3,1.36393881,0.08464609,0.15344584,3,Rigid Body 2-Marker 1,1.35943377,0.08481994,0.07414072,6,Rigid Body 2-Marker 2,1.47709584,0.08724798,0.13137506,9,Rigid Body 2-Marker 3
rigidbody,21,0.17500000,"Rigid Body 1",1,869,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,21,0.17500000,"Rigid Body 2",2,0,3,1.36376870,0.08449133,0.15380344,3,1.36091399,0.08567213,0.07636693,6,1.47685170,0.08723440,0.13025334,9,1.36393881,0.08464609,0.15344584,1.35943377,0.08481994,0.07414072,1.47709584,0.08724798,0.13137506,1,1,1,0.56341487,0.00000000,0.34632659,0.00172211
frame,22,0.18333333,1,2,1.40048838,0.08589192,0.12012011,0.00831692,-0.04313193,-0.01998376,0.99883491,-4.96586943,-2.24677038,1.05157650,4,2.49841785,0.59538668,-1.18384767,3,Marker-3,1.36391115,0.08459520,0.15341236,3,Rigid Body 2-Marker 1,1.35942411,0.08479888,0.07417171,6,Rigid Body 2-Marker 2,1.47707033,0.08719844,0.13133420,9,Rigid Body 2-Marker 3
rigidbody,22,0.18333333,"Rigid Body 1",1,870,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,22,0.18333333,"Rigid Body 2",2,0,3,1.36373913,0.08449709,0.15377179,3,1.36089480,0.08610002,0.07634248,6,1.47683108,0.08707865,0.13024600,9,1.36391115,0.08459520,0.15341236,1.35942411,0.08479888,0.07417171,1.47707033,0.08719844,0.13133420,1,1,1,0.56759316,0.00000000,0.34153628,0.00168376
frame,23,0.19166667,1,2,1.40047312,0.08569724,0.11991902,0.00914081,-0.04572444,-0.02912098,0.99848765,-5.27834225,-3.28587866,1.20052004,4,2.49840498,0.59538662,-1.18384540,3,Marker-3,1.36399257,0.08470638,0.15349215,3,Rigid Body 2-Marker 1,1.35938215,0.08477099,0.07414022,6,Rigid Body 2-Marker 2,1.47712409,0.08727761,0.13138542,9,Rigid Body 2-Marker 3
