frame,5,0.04166667,0,1,1.42024171,0.07814041,0.36431393,1,Marker-1
rigidbody,5,0.04166667,"Rigid Body 1",1,7,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,5,0.04166667,"Rigid Body 2",2,7,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,6,0.05000000,0,1,1.42022049,0.07811273,0.36430758,1,Marker-1
rigidbody,6,0.05000000,"Rigid Body 1",1,8,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,6,0.05000000,"Rigid Body 2",2,8,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,7,0.05833333,0,1,1.42020702,0.07809155,0.36429432,1,Marker-1
rigidbody,7,0.05833333,"Rigid Body 1",1,9,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,7,0.05833333,"Rigid Body 2",2,9,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,8,0.06666667,0,1,1.42021608,0.07810897,0.36430413,1,Marker-1
rigidbody,8,0.06666667,"Rigid Body 1",1,10,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,8,0.06666667,"Rigid Body 2",2,10,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,9,0.07500000,0,1,1.42020237,0.07809597,0.36429322,1,Marker-1
rigidbody,9,0.07500000,"Rigid Body 1",1,11,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,9,0.07500000,"Rigid Body 2",2,11,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,10,0.08333333,0,1,1.42022908,0.07814172,0.36431375,1,Marker-1
rigidbody,10,0.08333333,"Rigid Body 1",1,12,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,10,0.08333333,"Rigid Body 2",2,12,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,11,0.09166667,0,1,1.42019939,0.07809956,0.36429104,1,Marker-1
rigidbody,11,0.09166667,"Rigid Body 1",1,13,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,11,0.09166667,"Rigid Body 2",2,13,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,12,0.10000000,0,1,1.42018974,0.07808155,0.36428523,1,Marker-1
rigidbody,12,0.10000000,"Rigid Body 1",1,14,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,12,0.10000000,"Rigid Body 2",2,14,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,13,0.10833333,0,1,1.42026234,0.07819011,0.36434010,1,Marker-1
rigidbody,13,0.10833333,"Rigid Body 1",1,15,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,13,0.10833333,"Rigid Body 2",2,15,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,14,0.11666667,0,1,1.42021167,0.07812028,0.36431289,1,Marker-1
rigidbody,14,0.11666667,"Rigid Body 1",1,16,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,14,0.11666667,"Rigid Body 2",2,16,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,15,0.12500000,0,1,1.42018747,0.07807786,0.36428252,1,Marker-1
rigidbody,15,0.12500000,"Rigid Body 1",1,17,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,15,0.12500000,"Rigid Body 2",2,17,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,16,0.13333333,0,1,1.42022884,0.07814519,0.36431089,1,Marker-1
rigidbody,16,0.13333333,"Rigid Body 1",1,18,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,16,0.13333333,"Rigid Body 2",2,18,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,17,0.14166667,0,1,1.42022657,0.07814061,0.36431879,1,Marker-1
rigidbody,17,0.14166667,"Rigid Body 1",1,19,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,17,0.14166667,"Rigid Body 2",2,19,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,18,0.15000000,0,1,1.42021334,0.07812458,0.36430383,1,Marker-1
rigidbody,18,0.15000000,"Rigid Body 1",1,20,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,18,0.15000000,"Rigid Body 2",2,20,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,19,0.15833333,0,1,1.42016077,0.07804576,0.36425990,1,Marker-1
rigidbody,19,0.15833333,"Rigid Body 1",1,21,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,19,0.15833333,"Rigid Body 2",2,21,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,20,0.16666667,0,1,1.42023456,0.07814734,0.36432639,1,Marker-1
rigidbody,20,0.16666667,"Rigid Body 1",1,22,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,20,0.16666667,"Rigid Body 2",2,22,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,21,0.17500000,0,1,1.42023706,0.07814193,0.36432382,1,Marker-1
rigidbody,21,0.17500000,"Rigid Body 1",1,23,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,21,0.17500000,"Rigid Body 2",2,23,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,22,0.18333333,0,1,1.42021394,0.07810628,0.36430231,1,Marker-1
rigidbody,22,0.18333333,"Rigid Body 1",1,24,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,22,0.18333333,"Rigid Body 2",2,24,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,23,0.19166667,0,1,1.42019606,0.07809436,0.36428893,1,Marker-1
rigidbody,23,0.19166667,"Rigid Body 1",1,25,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,23,0.19166667,"Rigid Body 2",2,25,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,24,0.20000000,0,1,1.42018831,0.07807992,0.36428985,1,Marker-1
rigidbody,24,0.20000000,"Rigid Body 1",1,26,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,24,0.20000000,"Rigid Body 2",2,26,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,25,0.20833333,0,1,1.42015898,0.07802964,0.36426172,1,Marker-1
rigidbody,25,0.20833333,"Rigid Body 1",1,27,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,25,0.20833333,"Rigid Body 2",2,27,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,26,0.21666667,0,1,1.42024434,0.07814354,0.36432701,1,Marker-1
rigidbody,26,0.21666667,"Rigid Body 1",1,28,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,26,0.21666667,"Rigid Body 2",2,28,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,27,0.22500000,0,1,1.42018616,0.07806028,0.36428288,1,Marker-1
rigidbody,27,0.22500000,"Rigid Body 1",1,29,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,27,0.22500000,"Rigid Body 2",2,29,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,28,0.23333333,0,1,1.42022836,0.07813202,0.36432347,1,Marker-1
rigidbody,28,0.23333333,"Rigid Body 1",1,30,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,28,0.23333333,"Rigid Body 2",2,30,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,29,0.24166667,0,1,1.42022336,0.07811779,0.36432219,1,Marker-1
rigidbody,29,0.24166667,"Rigid Body 1",1,31,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,29,0.24166667,"Rigid Body 2",2,31,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,30,0.25000000,0,1,1.42018449,0.07805241,0.36428902,1,Marker-1
rigidbody,30,0.25000000,"Rigid Body 1",1,32,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,30,0.25000000,"Rigid Body 2",2,32,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,31,0.25833333,0,1,1.42015529,0.07803562,0.36426455,1,Marker-1
rigidbody,31,0.25833333,"Rigid Body 1",1,33,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,31,0.25833333,"Rigid Body 2",2,33,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,32,0.26666667,0,1,1.42014873,0.07801262,0.36426553,1,Marker-1
rigidbody,32,0.26666667,"Rigid Body 1",1,34,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,32,0.26666667,"Rigid Body 2",2,34,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,33,0.27500000,0,1,1.42015958,0.07803476,0.36427099,1,Marker-1
rigidbody,33,0.27500000,"Rigid Body 1",1,35,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,33,0.27500000,"Rigid Body 2",2,35,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,34,0.28333333,0,1,1.42023969,0.07814120,0.36432281,1,Marker-1
rigidbody,34,0.28333333,"Rigid Body 1",1,36,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
rigidbody,34,0.28333333,"Rigid Body 2",2,36,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
frame,35,0.29166667,0,1,1.42018342,0.07808407,0.36429551,1,Marker-1
rigidbody,35,0.29166667,"Rigid Body 1",1,37,3,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,0.00000000,0.00000000,-0.00000000,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000
